instruction,input,output,output (Qwen7B-coder),output (Qwen7B),output (Qwen3B-coder),output (Qwen3B)
"Design a function that uses inverse kinematics to move the robot to a target Cartesian position using the `get_inverse_kin` command, with a specified `qnear` config and a specified move type (linear move).","```URscript
target_position = p[0.3, 0.4, 0.5, 0, 0, 0]
qnear_config = [0, 0, 0, 0, 0, 0]
```","```URscript
def move_to_cartesian_with_ik(target_position, qnear_config):
   local target_joint_pos = get_inverse_kin(target_position, qnear = qnear_config)
   movel(target_joint_pos, a=0.2, v=0.5)
end
```","```URscript
def move_to_position(target_position, qnear_config):
  local joint_angles = get_inverse_kin(target_position, qnear=qnear_config)
  if (is_valid(joint_angles)):
    movel(joint_angles, a=1.0, v=0.5)
  else:
    textmsg(""No valid IK solution found."")
  end
end
```","```URscript
def move_to_target(target_position, qnear_config):
  local joint_positions = get_inverse_kin(target_position, qnear=qnear_config)
  if (joint_positions != None):
    movej(joint_positions, a=1.0, v=0.5)
  else:
    textmsg(""Inverse kinematics failed to find a solution."")
  end
end
```","```URscript
def move_to_position(target_position, qnear_config, move_type):
  local q_target = get_inverse_kin(target_position, qnear=qnear_config)
  if (is_valid(q_target)):
    movel(q_target, a=1.0, v=0.5, t=move_type)
  else:
    textmsg(""Inverse Kinematics failed to find a solution"")
  end
end
```","```URscript
def move_to_target(target_position, qnear_config):
  local qnear = qnear_config
  local q = get_inverse_kin(target_position, qnear)
  movej(q, a=1.0, v=0.5, r=0.02)
end
```"
"Construct a program that first saves the current TCP pose to a global variable and then, at a later time, moves the robot back to this saved pose. Ensure to document each step in the script.",<no_input>,"```URscript
 # Global to store the current pose.
global saved_pose 
def save_and_move_back():
    # Get the current tcp pose
    saved_pose = get_actual_tcp_pose()
    # Move the robot to another location as temporary motion
    movel(p[0.4, 0.3, 0.5, 0, 0, 0], a=0.2, v","```URscript
global saved_tcp_pose = p[0,0,0,0,0,0]
def save_and_move_back():
  # Save the current TCP pose to a global variable
  saved_tcp_pose = get_actual_tcp_pose()
  textmsg(""Saved TCP pose: "", saved_tcp_pose)
  
  # Move the robot to a different position
  movel(p[0.2, 0.2, 0.2, 0, 0, 0], a=1, v=1)
  
  # Move the robot back to the saved TCP pose
  movel(saved_tcp_pose, a=1, v=1)
end
```","```URscript
global saved_tcp_pose = p[0,0,0,0,0,0]

def save_and_return_pose():
  # Save the current TCP pose to a global variable
  saved_tcp_pose = get_actual_tcp_pose()
  textmsg(""Current TCP pose saved."")

  # Move the robot back to the saved pose
  movel(saved_tcp_pose, a=1.0, v=0.5)
  textmsg(""Robot moved back to saved pose."")
end
```","```URscript
global saved_pose

def save_and_return():
  # Step 1: Save the current TCP pose to a global variable
  saved_pose = get_actual_tcp_pose()
  textmsg(""Saved current TCP pose to global variable."")
  
  # Step 2: Move the robot back to the saved pose
  movel(saved_pose, a=1.0, v=0.5)
  textmsg(""Moved back to saved TCP pose."")
end
```","```URscript
global initial_tcp_pose = get_actual_tcp_pose()

def move_back_to_initial_pose():
  # Move to the initial TCP pose
  movel(initial_tcp_pose, a=1.0, v=0.5)
end
```"
"Develop a URScript function to perform a circular path motion. The circle center is defined by a pose value, the radius of the circle should be 0.1 meters, and the robot should complete one full rotation, using 15 steps evenly distributed along the path.","Center pose: `p[0.5, -0.2, 0.3, 0, 3.14, 0]`","```URscript
def circular_motion(center_pose):
    radius = 0.1
    steps = 15
    for i = 0 to steps:
        angle = i * 2 * 3.14159 / steps
        x = radius * cos(angle)
        y = radius * sin(angle)
        move_target = pose_add(center_pose,p[x, y, 0, 0, 0, 0])
        movel(move_target, a=1.2, v=0.5)
        sync()
    end
end

center_pose = p[0.5, -0.2, 0.3, 0, 3.14, 0]
circular_motion(center_pose)
```","```URscript
def circular_motion():
  center_pose = p[0.5, -0.2, 0.3, 0, 3.14, 0]
  radius = 0.1
  steps = 15
  for i in range(steps):
    angle = 2 * 3.14159 * i / steps
    x = center_pose[0] + radius * cos(angle)
    y = center_pose[1] + radius * sin(angle)
    z = center_pose[2]
    target_pose = p[x, y, z, center_pose[3], center_pose[4], center_pose[5]]
    movel(target_pose, a=0.5, v=0.2)
  end
end
```","```URscript
def circular_path(center_pose):
  local radius = 0.1
  local steps = 15
  local start_angle = 0
  local end_angle = 2 * 3.141592653589793
  
  local current_angle = start_angle
  while (current_angle <= end_angle):
    local angle_rad = current_angle
    local x = radius * cos(angle_rad)
    local y = radius * sin(angle_rad)
    local target_pose = pose_trans(center_pose, p[x, y, 0, 0, 0, 0])
    movel(target_pose, a=0.2, v=0.2)
    current_angle = current_angle + (end_angle - start_angle) / steps
  end
end
```","```URscript
def circular_motion():
  local center_pose = p[0.5, -0.2, 0.3, 0, 3.14, 0]
  local radius = 0.1
  local steps = 15
  local angle_increment = 2 * pi / steps
  local current_angle = 0

  while current_angle < 2 * pi:
    local x = center_pose[0] + radius * cos(current_angle)
    local y = center_pose[1] + radius * sin(current_angle)
    local z = center_pose[2]
    local target_pose = p[x, y, z, center_pose[3], center_pose[4], center_pose[5]]
    movel(target_pose, a=1.0, v=0.5)
    current_angle = current_angle + angle_increment
  end
end
```","```URscript
def circular_motion():
  local center_pose = p[0.5, -0.2, 0.3, 0, 3.14, 0]
  local radius = 0.1
  local steps = 15
  local start_angle = 0
  local end_angle = 2 * 3.141592653589793
  local step_angle = (end_angle - start_angle) / steps

  for i = 0 to steps:
    local angle = start_angle + i * step_angle
    local x = center_pose[0] + radius * cos(angle)
    local y = center_pose[1] + radius * sin(angle)
    local z = center_pose[2]
    local target_pose = p[x, y, z, center_pose[3], center_pose[4], center_pose[5]]
    movel(target_pose, a=0.5, v=0.2)
  end
end
```"
Write a URScript code snippet that defines a configurable approach and retreat movement for a pick and place operation. The approach distance should be 0.1 meters above the target object and the retreat distance should be 0.2 meters after pick up and before placing.,"Target location: `p[0.4, -0.3, 0.1, 0, 3.14, 0]`","```URscript
def approach_retreat_motion(target_location, approach_dist=0.1, retreat_dist=0.2):
  # Approach
  approach_location = pose_trans(target_location, p[0, 0, approach_dist, 0, 0, 0])
  movel(approach_location, a=1.2, v=0.5)
  #move towards target
  movel(target_location, a=1.2, v=0.5)
  #Pick up
  sleep(2)
  #Retreat
  
  retreat_location = pose_trans(target_location, p[0, 0, retreat_dist, 0, 0, 0])
  
  movel(retreat_location, a=1.2, v=0.5)
end

target_location = p[0.4, -0.3, 0.1, 0, 3.14, 0]
approach_retreat_motion(target_location)
```","```URscript
def pick_and_place(target_pose):
  approach_distance = 0.1
  retreat_distance = 0.2
  approach_pose = pose_add(target_pose, p[0, 0, approach_distance, 0, 0, 0])
  retreat_pose = pose_add(target_pose, p[0, 0, -retreat_distance, 0, 0, 0])

  movel(approach_pose, a=1.0, v=0.5)
  movel(target_pose, a=1.0, v=0.2)
  # Simulate pick up
  sleep(1)
  movel(retreat_pose, a=1.0, v=0.5)
  # Simulate place
  sleep(1)
  movel(approach_pose, a=1.0, v=0.5)
end
```","```URscript
def pick_and_place_approach_retreat(target_location):
  approach_distance = 0.1
  retreat_distance = 0.2

  # Approach
  approach_pose = pose_add(target_location, p[0, 0, approach_distance, 0, 0, 0])
  movel(approach_pose, a=1.0, v=0.5)

  # Retreat
  retreat_pose = pose_add(target_location, p[0, 0, retreat_distance, 0, 0, 0])
  movel(retreat_pose, a=1.0, v=0.5)
end
```","```URscript
def pick_and_place(target_pose):
  local approach_pose = pose_add(target_pose, p[0, 0, 0.1, 0, 0, 0])
  local retreat_pose = pose_add(target_pose, p[0, 0, 0.2, 0, 0, 0])

  # Move to approach position
  movel(approach_pose, a=1.0, v=0.5)

  # Move down to pick up
  movel(target_pose, a=1.0, v=0.5)

  # Simulate pick operation
  sleep(1)

  # Move to retreat position
  movel(retreat_pose, a=1.0, v=0.5)

  # Move to approach position
  movel(approach_pose, a=1.0, v=0.5)

  # Move down to place
  movel(target_pose, a=1.0, v=0.5)

  # Simulate place operation
  sleep(1)

  # Move to retreat position
  movel(retreat_pose, a=1.0, v=0.5)
end
```","```URscript
def pick_and_place():
  local approach_distance = 0.1
  local retreat_distance = 0.2
  local target_location = p[0.4, -0.3, 0.1, 0, 3.14, 0]
  local approach_pose = pose_add(target_location, p[0,0,approach_distance,0,0,0])
  local retreat_pose = pose_add(target_location, p[0,0,retreat_distance,0,0,0])

  movel(target_location, a=1.0, v=0.5)
  movel(approach_pose, a=1.0, v=0.5)
  movel(target_location, a=1.0, v=0.5)
  movel(retreat_pose, a=1.0, v=0.5)
end
```"
"Can you generate URScript code that uses the force sensor to detect when the robot is in contact with a surface and then halt the robot safely, ensuring that no forces exceed 20 N before stopping?","","```URscript
def detect_contact_and_halt():
  force_limit = 20 #N
  while(True):
    current_force = get_tcp_force()
    if(norm(current_force) > force_limit):
      popup(""Excessive force detected. Robot stopped."", ""Force Warning"", warning=True)
      stopl(1)
      break
    end
    sleep(0.01) #Check every 10 ms
  end
end

detect_contact_and_halt()
```","```URscript
def force_stop():
  local force_threshold = 20
  while (True):
    local force_vector = get_tcp_force()
    local force_magnitude = sqrt(force_vector[0]^2 + force_vector[1]^2 + force_vector[2]^2)
    if (force_magnitude > force_threshold):
      stopl(1)
      textmsg(""Force threshold exceeded. Stopping robot."")
      break
    end
    sleep(0.1)
  end
end
```","```URscript
def force_based_stop():
  force_threshold = 20
  while(True):
    force_vector = get_tcp_force()
    force_norm = norm(force_vector)
    if force_norm > force_threshold:
      stopl(1)
      textmsg(""Force limit exceeded. Robot stopped."")
      break
    end
    sleep(0.01)
  end
end
```","```URscript
def force_contact_detection():
  force_threshold = 20
  while True:
    force_vector = get_tcp_force()
    force_magnitude = norm(force_vector)
    if force_magnitude > force_threshold:
      halt()
      textmsg(""Force threshold exceeded. Stopping."")
      break
    end
    sleep(0.1)
  end
end
```","```URscript
def detect_contact():
  force_threshold = 20
  while True:
    force_vector = get_tcp_force()
    force_magnitude = norm(force_vector)
    if force_magnitude > force_threshold:
      textmsg(""Contact detected, halting robot."")
      stopj(10)
      halt
    end
    sleep(0.1)
  end
end
```"
"Implement a URScript that moves the robot to a series of predefined waypoints using movej command. The robot should smoothly transition between waypoints, and the script should also include a variable that controls the blending radius used when transitioning between point locations.","Waypoints: `q1=[-1.6, -1.72, -2.2, -0.8, 1.59, 0], q2=[-0.92, -1.26, -1.88, -1.73, 1.16, 0], q3=[-0.56,-0.95,-1.37,-1.87,0.56,-0.03]`","```URscript
def waypoints_movej(blend_radius):
    q1=[-1.6, -1.72, -2.2, -0.8, 1.59, 0]
    q2=[-0.92, -1.26, -1.88, -1.73, 1.16, 0]
    q3=[-0.56,-0.95,-1.37,-1.87,0.56,-0.03]
    movej(q1, a=1.2, v=0.5, r=blend_radius)
    movej(q2, a=1.2, v=0.5, r=blend_radius)
    movej(q3, a=1.2, v=0.5, r=blend_radius)
end

blend_radius_value = 0.05  
waypoints_movej(blend_radius_value)
```","```URscript
def move_through_waypoints():
  local q1 = [-1.6, -1.72, -2.2, -0.8, 1.59, 0]
  local q2 = [-0.92, -1.26, -1.88, -1.73, 1.16, 0]
  local q3 = [-0.56,-0.95,-1.37,-1.87,0.56,-0.03]
  local blend_radius = 0.02
  movej(q1, a=1.0, v=0.5, r=blend_radius)
  movej(q2, a=1.0, v=0.5, r=blend_radius)
  movej(q3, a=1.0, v=0.5, r=blend_radius)
end
```","```URscript
def move_through_waypoints():
  local waypoint1 = [-1.6, -1.72, -2.2, -0.8, 1.59, 0]
  local waypoint2 = [-0.92, -1.26, -1.88, -1.73, 1.16, 0]
  local waypoint3 = [-0.56,-0.95,-1.37,-1.87,0.56,-0.03]
  local blend_radius = 0.02
  
  movej(waypoint1, a=1.0, v=0.5, r=blend_radius)
  movej(waypoint2, a=1.0, v=0.5, r=blend_radius)
  movej(waypoint3, a=1.0, v=0.5, r=blend_radius)
end
```","```URscript
def move_through_waypoints():
  local waypoints = [ [-1.6, -1.72, -2.2, -0.8, 1.59, 0], [-0.92, -1.26, -1.88, -1.73, 1.16, 0], [-0.56,-0.95,-1.37,-1.87,0.56,-0.03] ]
  local blending_radius = 0.05
  for i = 0 to (array_length(waypoints)-1):
    if i < array_length(waypoints)-1:
      movej(waypoints[i], a=1.0, v=0.5, r=blending_radius)
    else:
      movej(waypoints[i], a=1.0, v=0.5)
    end
  end
end
```","```URscript
def move_through_waypoints():
  local q1 = [-1.6, -1.72, -2.2, -0.8, 1.59, 0]
  local q2 = [-0.92, -1.26, -1.88, -1.73, 1.16, 0]
  local q3 = [-0.56,-0.95,-1.37,-1.87,0.56,-0.03]
  local blending_radius = 0.02
  
  movej(q1, a=1.0, v=0.5, r=blending_radius)
  movej(q2, a=1.0, v=0.5, r=blending_radius)
  movej(q3, a=1.0, v=0.5, r=blending_radius)
end
```"
"Refactor the existing URScript code to use a for loop to iterate through an array of predefined poses, which should be passed in as an argument to the newly refactored function, and move the robot to each of the passed locations, using moveL command.","Original Code:
```URscript
def move_robot():
  movel(p[0.5, -0.2, 0.3, 0, 3.14, 0], a=1.2, v=0.5)
  movel(p[0.6, -0.1, 0.2, 0, 3.14, 0], a=1.2, v=0.5)
  movel(p[0.4, -0.2, 0.1, 0, 3.14, 0], a=1.2, v=0.5)
end
```","```URscript
def move_robot_refactored(poses):
  for pose in poses:
    movel(pose, a=1.2, v=0.5)
  end
end

poses_array = [p[0.5, -0.2, 0.3, 0, 3.14, 0], p[0.6, -0.1, 0.2, 0, 3.14, 0], p[0.4, -0.2, 0.1, 0, 3.14, 0]]
move_robot_refactored(poses_array)

```","```URscript
def move_robot_through_poses(pose_array):
  for pose in pose_array:
    movel(pose, a=1.2, v=0.5)
  end
end

# Example usage:
# poses = [p[0.5, -0.2, 0.3, 0, 3.14, 0], p[0.6, -0.1, 0.2, 0, 3.14, 0], p[0.4, -0.2, 0.1, 0, 3.14, 0]]
# move_robot_through_poses(poses)
```","```URscript
def move_through_poses(poses):
  for pose in poses:
    movel(pose, a=1.2, v=0.5)
  end
end

def move_robot():
  poses = [p[0.5, -0.2, 0.3, 0, 3.14, 0], p[0.6, -0.1, 0.2, 0, 3.14, 0], p[0.4, -0.2, 0.1, 0, 3.14, 0]]
  move_through_poses(poses)
end
```","```URscript
def move_robot_with_loop(poses):
  for pose in poses:
    moveL(pose, a=1.2, v=0.5)
  end
end
```","```URscript
def move_robot(target_poses):
  for pose in target_poses:
    movel(pose, a=1.2, v=0.5)
  end
end
```"
Refactor this URScript code to use a named variable for the acceleration value rather than a literal number.,"```URscript
def move_with_accel():
  movej(p[0.1, 0.2, 0.3, 0, 0, 0], a=1.2, v=0.75)
  movej(p[0.4, 0.5, 0.6, 0, 0, 0], a=1.2, v=0.75)
end
```","```URscript
def move_with_accel():
  local acceleration_value = 1.2
  movej(p[0.1, 0.2, 0.3, 0, 0, 0], a=acceleration_value, v=0.75)
  movej(p[0.4, 0.5, 0.6, 0, 0, 0], a=acceleration_value, v=0.75)
end
```","```URscript
def move_with_accel():
  local acceleration = 1.2
  movej(p[0.1, 0.2, 0.3, 0, 0, 0], a=acceleration, v=0.75)
  movej(p[0.4, 0.5, 0.6, 0, 0, 0], a=acceleration, v=0.75)
end
```","```URscript
def move_with_accel():
  local acceleration_value = 1.2
  movej(p[0.1, 0.2, 0.3, 0, 0, 0], a=acceleration_value, v=0.75)
  movej(p[0.4, 0.5, 0.6, 0, 0, 0], a=acceleration_value, v=0.75)
end
```","```URscript
def move_with_accel():
  local acceleration_value = 1.2
  movej(p[0.1, 0.2, 0.3, 0, 0, 0], a=acceleration_value, v=0.75)
  movej(p[0.4, 0.5, 0.6, 0, 0, 0], a=acceleration_value, v=0.75)
end
```","```URscript
def move_with_accel():
  local acceleration_value = 1.2
  movej(p[0.1, 0.2, 0.3, 0, 0, 0], a=acceleration_value, v=0.75)
  movej(p[0.4, 0.5, 0.6, 0, 0, 0], a=acceleration_value, v=0.75)
end
```"
Write a URScript function that reads the current robot joint angles and prints them to the console. Add a loop to do this every second for 5 seconds.,<no_input>,"```URscript
def print_joint_angles():
  i = 0
  while i < 5:
    text_msg(""Current joint angles:"",get_actual_q())
    sleep(1)
    i = i + 1
  end
  
end
```","```URscript
def print_joint_angles():
  for i in range(5):
    joint_angles = get_actual_joint_positions()
    textmsg(""Joint Angles: "", joint_angles)
    sleep(1)
  end
end
```","```URscript
def print_joint_angles():
  for i in range(5):
    local joint_angles = get_actual_joint_positions()
    textmsg(""Joint angles: "", joint_angles)
    sleep(1)
  end
end
```","```URscript
def print_joint_angles():
  local start_time = get_time()
  while (get_time() - start_time < 5):
    local joint_angles = get_actual_joint_positions()
    textmsg(""Current joint angles: "", joint_angles)
    sleep(1)
  end
end
```","```URscript
def print_joint_angles():
  for i in range(5):
    local joint_angles = get_actual_joint_positions()
    textmsg(""Joint Angles: "", joint_angles)
    sleep(1)
  end
end
```"
"Create a function that moves the robot in a square path using linear motions. The square should be defined by four corner points in the x-y plane, and the motion should be at a height of 0.3m. Assume the robot starts in the first position.","Corner points: p[0.2, 0.2, 0.3, 0, 0, 0];  p[0.4, 0.2, 0.3, 0, 0, 0]; p[0.4, 0.4, 0.3, 0, 0, 0];  p[0.2, 0.4, 0.3, 0, 0, 0]","```URscript
def move_square():
  local pos1 = p[0.2, 0.2, 0.3, 0, 0, 0]
  local pos2 = p[0.4, 0.2, 0.3, 0, 0, 0]
  local pos3 = p[0.4, 0.4, 0.3, 0, 0, 0]
  local pos4 = p[0.2, 0.4, 0.3, 0, 0, 0]
  
  movel(pos1, a=0.5, v=0.5)
  movel(pos2, a=0.5, v=0.5)
  movel(pos3, a=0.5, v=0.5)
  movel(pos4, a=0.5, v=0.5)
  movel(pos1, a=0.5, v=0.5)
end
```","```URscript
def move_square():
  local corner1 = p[0.2, 0.2, 0.3, 0, 0, 0]
  local corner2 = p[0.4, 0.2, 0.3, 0, 0, 0]
  local corner3 = p[0.4, 0.4, 0.3, 0, 0, 0]
  local corner4 = p[0.2, 0.4, 0.3, 0, 0, 0]

  movel(corner1, a=1.0, v=0.5)
  movel(corner2, a=1.0, v=0.5)
  movel(corner3, a=1.0, v=0.5)
  movel(corner4, a=1.0, v=0.5)
  movel(corner1, a=1.0, v=0.5)
end
```","```URscript
def move_square_path():
  corner_points = [p[0.2, 0.2, 0.3, 0, 0, 0], p[0.4, 0.2, 0.3, 0, 0, 0], p[0.4, 0.4, 0.3, 0, 0, 0], p[0.2, 0.4, 0.3, 0, 0, 0]]
  for point in corner_points:
    movel(point, a=0.5, v=0.5)
  end
end
```","```URscript
def move_square():
  local corner1 = p[0.2, 0.2, 0.3, 0, 0, 0]
  local corner2 = p[0.4, 0.2, 0.3, 0, 0, 0]
  local corner3 = p[0.4, 0.4, 0.3, 0, 0, 0]
  local corner4 = p[0.2, 0.4, 0.3, 0, 0, 0]

  movel(corner1, a=1.0, v=0.5)
  movel(corner2, a=1.0, v=0.5)
  movel(corner3, a=1.0, v=0.5)
  movel(corner4, a=1.0, v=0.5)
  movel(corner1, a=1.0, v=0.5)
end
```","```URscript
def move_square():
  local corner1 = p[0.2, 0.2, 0.3, 0, 0, 0]
  local corner2 = p[0.4, 0.2, 0.3, 0, 0, 0]
  local corner3 = p[0.4, 0.4, 0.3, 0, 0, 0]
  local corner4 = p[0.2, 0.4, 0.3, 0, 0, 0]

  movel(corner1, a=1.0, v=0.5)
  movel(corner2, a=1.0, v=0.5)
  movel(corner3, a=1.0, v=0.5)
  movel(corner4, a=1.0, v=0.5)
end
```"
Generate URScript code that activates a digital output (DO) at pin 0 and waits for 2 seconds before deactivating it.,<no_input>,"```URscript
def activate_output():
  set_digital_out(0, True)
  sleep(2)
  set_digital_out(0, False)
end

```","```URscript
def toggle_digital_output():
  set_digital_out(0, True)
  sleep(2)
  set_digital_out(0, False)
end
```","```URscript
def toggle_digital_output():
  set_digital_out(0, True)
  sleep(2)
  set_digital_out(0, False)
end
```","```URscript
def toggle_digital_output():
  set_digital_out(0, True)
  sleep(2)
  set_digital_out(0, False)
end
```","```URscript
def activate_output():
  set_digital_out(0, True)
  sleep(2)
  set_digital_out(0, False)
end
```"
How would you modify the given URScript code to add error handling that prevents the program from halting when a specific move command fails? Log the attempted move and error message.,"```URscript
def risky_move():
  movej(p[1, 2, 3, 0, 0, 0], a=0.5, v=0.5)
  movej(p[10, 20, 30, 0, 0, 0], a=0.5, v=0.5)
end
```","```URscript
def risky_move():
  try:
    movej(p[1, 2, 3, 0, 0, 0], a=0.5, v=0.5)
  catch err:
    text_msg(""Error moving to [1,2,3]. Error:"", err) 
  end
  try:
    movej(p[10, 20, 30, 0, 0, 0], a=0.5, v=0.5)
  catch err:
    text_msg(""Error moving to [10,20,30]. Error:"", err)
  end
end
```","```URscript
def risky_move():
  try:
    movej(p[1, 2, 3, 0, 0, 0], a=0.5, v=0.5)
    movej(p[10, 20, 30, 0, 0, 0], a=0.5, v=0.5)
  except:
    textmsg(""Error during move command"")
  end
end
```","```URscript
def risky_move():
  try:
    movej(p[1, 2, 3, 0, 0, 0], a=0.5, v=0.5)
    movej(p[10, 20, 30, 0, 0, 0], a=0.5, v=0.5)
  except:
    textmsg(""Error during move: "", get_last_error())
  end
end
```","```URscript
def risky_move():
  try:
    movej(p[1, 2, 3, 0, 0, 0], a=0.5, v=0.5)
  except e:
    textmsg(""Error during movej: "", e)
  end
  try:
    movej(p[10, 20, 30, 0, 0, 0], a=0.5, v=0.5)
  except e:
    textmsg(""Error during movej: "", e)
  end
end
```","```URscript
def risky_move():
  try:
    movej(p[1, 2, 3, 0, 0, 0], a=0.5, v=0.5)
    movej(p[10, 20, 30, 0, 0, 0], a=0.5, v=0.5)
  except e:
    textmsg(""Error during move: "", e)
  end
end
```"
"Write a URScript program to send a string ""Robot Ready"" over Ethernet to a server at IP ""192.168.1.100"" and port 30000. Include exception handling for cases where connection fails.",<no_input>,"```URscript
def network_send():
local socket_connection
 try: 
  socket_connection = socket_open(""192.168.1.100"", 30000)
   socket_send_string(""Robot Ready"", socket_connection)
  socket_close(socket_connection)
 catch e:
  text_msg(""Network error:"", e)
 end
end
```","```URscript
def send_ready_message():
  local server_ip = ""192.168.1.100""
  local server_port = 30000
  local message = ""Robot Ready""
  local socket_id = socket_open(server_ip, server_port)
  if socket_id >= 0:
    socket_send_string(message, socket_id)
    socket_close(socket_id)
  else:
    textmsg(""Error: Failed to open socket connection."")
  end
end
```","```URscript
def send_robot_ready():
  try:
    socket_open(""192.168.1.100"", 30000, ""socket_var"")
    socket_send_string(""Robot Ready"", ""socket_var"")
    socket_close(""socket_var"")
  except:
    textmsg(""Error: Failed to send message over socket."")
  end
end
```","```URscript
def send_ready_message():
  try
    socket_open(""192.168.1.100"", 30000)
    socket_send_string(""Robot Ready"", ""192.168.1.100"", 30000)
    socket_close(""192.168.1.100"", 30000)
  catch err
    textmsg(""Error sending message: "", err)
  end
end
```","```URscript
def send_robot_ready():
  local ip_address = ""192.168.1.100""
  local port = 30000
  local message = ""Robot Ready""
  
  try:
    socket_open(""robot_server"", ip_address, port)
    socket_send_string(message, ""robot_server"")
    socket_close(""robot_server"")
    textmsg(""Message sent successfully"")
  catch err:
    textmsg(""Error sending message: "", err)
  end
end
```"
"Can you implement a URScript function that uses a variable, called `counter`, to control the number of times the robot moves between two predefined points?  The user should specify the number of cycles",<no_input>,"```URscript
def move_cycles(cycles):
  local Waypoint_1_p=p[-0.13, -0.26, 0.14, -0.001, 3.11, 0.03]
  local Waypoint_2_p=p[-0.008, -0.26, 0.28, -0.27, -2.71, 0.217]
  local counter = 0
  while (counter < cycles):
    movej(Waypoint_1_p, a=1.39, v=1.04)
    movej(Waypoint_2_p, a=1.39, v=1.04)
    counter=counter+1
  end
end
```","```URscript
def move_with_counter(cycles):
  local start_pose = p[0.1, 0.2, 0.3, 0, 0, 0]
  local end_pose = p[0.4, 0.5, 0.6, 0, 0, 0]
  local counter = 0
  while counter < cycles:
    movel(start_pose, a=1.0, v=0.5)
    movel(end_pose, a=1.0, v=0.5)
    counter = counter + 1
  end
end
```","```URscript
def move_with_counter(cycles):
  local point1 = p[0.1, 0.2, 0.3, 0, 0, 0]
  local point2 = p[0.4, 0.5, 0.6, 0, 0, 0]
  local counter = 0
  while counter < cycles:
    movel(point1, a=1.0, v=0.5)
    movel(point2, a=1.0, v=0.5)
    counter = counter + 1
  end
end
```","```URscript
def move_with_counter(num_cycles):
  local start_pose = p[0.1, 0.2, 0.3, 0, 0, 0]
  local end_pose = p[0.4, 0.5, 0.6, 0, 0, 0]
  local counter = 0
  while counter < num_cycles:
    movel(start_pose, a=0.5, v=0.2)
    movel(end_pose, a=0.5, v=0.2)
    counter = counter + 1
  end
end
```","```URscript
def move_multiple_times(counter):
  local point1 = p[0.1, 0.2, 0.3, 0, 0, 0]
  local point2 = p[0.4, 0.5, 0.6, 0, 0, 0]
  for i in range(counter):
    movel(point1, a=0.5, v=0.2)
    movel(point2, a=0.5, v=0.2)
  end
end
```"
"Given the URScript code for moving to a target point,  modify it to dynamically adjust the robot's velocity based on the distance to the target calculated in Cartesian space. The robot should move slower when closer to the target (use a linear mapping of 0.1m -> 0.2m/s, 0.5m -> 1.0m/s).","```URscript
def move_to_target():
    local target_pose = p[0.5, -0.3, 0.4, 0, 0, 0]
    movel(target_pose, a=0.5, v=1.0)
end
```","```URscript
def move_to_target():
  local target_pose = p[0.5, -0.3, 0.4, 0, 0, 0]
  local current_pose = get_actual_tcp_pose()
  local distance = norm(pose_trans(target_pose,pose_inv(current_pose))[0:3])
  local velocity = min(max(distance*2, 0.2), 1.0)  
  movel(target_pose, a=0.5, v=velocity)
end
```","```URscript
def move_to_target():
    local target_pose = p[0.5, -0.3, 0.4, 0, 0, 0]
    local current_pose = get_actual_tcp_pose()
    local distance = norm(target_pose - current_pose)
    local velocity = min(1.0, max(0.2, distance * 0.2)) # 0.1m -> 0.2m/s, 0.5m -> 1.0m/s
    movel(target_pose, a=0.5, v=velocity)
end
```","```URscript
def move_to_target():
    local target_pose = p[0.5, -0.3, 0.4, 0, 0, 0]
    local current_pose = get_actual_tcp_pose()
    local distance = norm(target_pose - current_pose)
    local velocity = 0.2 + (distance - 0.1) * (1.0 - 0.2) / (0.5 - 0.1)
    if velocity > 1.0:
        velocity = 1.0
    elif velocity < 0.2:
        velocity = 0.2
    end
    movel(target_pose, a=0.5, v=velocity)
end
```","```URscript
def move_to_target():
    local target_pose = p[0.5, -0.3, 0.4, 0, 0, 0]
    local current_pose = get_actual_tcp_pose()
    local distance = norm(target_pose - current_pose)
    local velocity = max(0.1, min(1.0, (distance - 0.1) / 0.4))
    movel(target_pose, a=0.5, v=velocity)
end
```","```URscript
def move_to_target():
    local target_pose = p[0.5, -0.3, 0.4, 0, 0, 0]
    local current_pose = get_actual_tcp_pose()
    local distance = norm(target_pose - current_pose)
    local min_velocity = 0.2
    local max_velocity = 1.0
    local velocity = min_velocity + (max_velocity - min_velocity) * (distance / 0.5)
    movel(target_pose, a=0.5, v=velocity)
end
```"
